Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
1395,1,1.0,13,6.84,7,187.2
2767,4,3.6,57,1.29,4,449.06
2057,2,1.1,12,0.98,2,336.39
2151,4,3.2,45,1.81,4,325.18
1932,3,2.0,11,0.32,8,363.96
2563,5,4.0,54,1.0,2,435.94
2569,4,3.0,27,0.56,1,421.9
2301,4,3.3,21,0.27,1,416.27
2438,5,3.2,19,1.41,7,468.14
1972,3,1.9,46,1.29,7,330.3
2425,1,1.1,18,2.15,4,355.87
1897,4,3.6,10,3.09,5,375.37
2101,2,1.8,29,0.37,5,362.76
1935,3,3.4,53,2.27,7,315.04
1825,3,2.6,25,0.69,3,324.06
1686,4,3.0,14,1.49,5,338.76
2380,5,3.6,29,2.85,7,410.27
2886,4,3.9,28,0.44,7,518.69
2802,4,3.4,59,1.38,9,451.91
1346,5,3.5,31,0.98,4,303.42
2873,2,1.2,52,2.35,1,388.16
1909,5,3.4,29,1.79,5,361.62
2460,4,3.3,43,2.2,4,392.38
1556,1,1.0,50,0.51,3,235.71
2185,5,3.5,15,1.83,7,417.15
2288,2,1.6,35,1.4,9,393.82
1209,5,3.8,17,0.92,4,289.8
2464,5,3.5,40,0.71,6,410.82
2907,3,2.6,47,0.6,1,442.7
1995,3,2.6,38,0.1,1,328.46
2916,4,2.9,27,0.28,3,466.87
1986,4,2.7,57,0.1,5,359.3
2609,5,4.0,18,2.83,6,466.11
768,1,1.0,55,2.95,9,121.43
3551,4,3.0,55,2.81,9,551.26
2997,5,4.0,10,2.55,10,548.94
1929,5,3.2,16,0.38,1,405.82
916,5,3.5,20,1.02,2,244.95
2272,5,3.6,36,3.58,8,404.37
1233,5,4.0,43,2.14,5,281.47
2366,3,1.6,50,0.1,3,363.93
2346,2,1.5,33,0.92,9,390.21
1535,2,1.1,32,0.1,2,265.6
2772,5,4.0,28,0.49,7,511.56
2583,4,3.1,3,0.86,10,483.4
2685,1,1.0,31,3.35,8,369.11
2105,5,2.9,59,1.59,2,341.81
1250,1,1.1,10,0.68,1,203.72
2686,3,2.3,25,1.01,3,422.3
1937,2,1.8,17,2.55,8,349.07
1266,3,1.7,52,0.53,4,266.51
2911,4,3.9,31,1.43,5,501.07
3359,4,3.0,59,0.46,9,528.52
2075,5,4.0,26,0.98,4,407.58
3395,4,3.3,15,0.1,9,551.55
2154,4,3.1,9,2.87,6,385.63
1871,3,2.9,43,0.1,7,342.18
1721,1,1.0,33,0.38,8,318.75
3082,2,2.0,32,0.61,10,490.87
1631,4,3.7,9,1.47,10,368.73
2541,4,3.5,41,1.91,1,398.2
1764,3,3.0,59,0.13,9,328.67
1823,2,1.1,25,0.1,2,306.63
2718,3,2.5,41,2.41,3,389.56
1871,1,1.0,24,1.87,1,271.27
1857,3,2.3,1,2.67,10,379.47
2779,2,1.8,25,1.69,3,407.94
3058,2,2.1,19,2.09,2,433.07
2486,4,2.6,2,0.71,7,458.11
1707,1,1.0,31,1.34,7,292.01
1793,5,3.6,0,2.46,6,378.86
2147,4,1.8,23,0.28,10,404.81
2292,3,2.2,49,0.82,4,375.14
1507,3,3.0,42,2.02,3,252.33
2533,2,1.0,55,1.14,7,367.87
2151,2,1.3,43,1.72,3,314.59
1070,2,1.0,32,0.52,9,219.53
1542,5,3.9,37,0.1,10,341.52
1797,5,4.0,47,0.1,8,388.64
2056,4,3.0,51,4.29,7,296.58
3233,5,3.4,34,4.34,2,463.87
2242,2,1.6,16,0.36,10,409.75
1595,4,3.6,57,0.24,3,310.28
2232,4,3.4,47,0.1,8,410.72
1888,1,1.0,42,0.39,3,264.88
2294,5,3.6,47,0.61,8,424.99
2448,3,2.1,43,0.41,4,399.08
2825,3,2.5,32,2.39,5,427.74
2085,1,1.0,10,2.08,9,318.81
3083,2,1.8,22,0.13,10,485.69
2644,1,1.0,37,1.79,2,344.75
1675,2,1.4,31,1.1,3,277.54
3425,5,3.4,18,0.21,1,559.73
2296,5,4.0,11,2.02,8,428.83
1598,4,2.7,27,0.13,9,370.86
3091,4,2.5,1,0.29,10,540.56
3346,4,2.7,9,0.24,9,580.11
2080,4,2.5,18,4.2,3,320.66
1797,3,2.7,27,1.8,5,356.8
1996,4,2.4,46,0.79,9,392.13
2528,4,3.0,7,2.59,5,420.16
2866,4,2.7,42,0.36,1,449.35
2442,2,2.3,22,4.01,1,319.89
2161,4,3.2,47,1.79,4,356.89
2998,1,1.0,44,1.23,7,426.24
1912,4,3.1,29,2.37,7,366.46
2718,4,2.5,27,1.55,7,437.42
1927,3,2.6,12,3.27,6,322.17
2358,4,3.1,54,2.65,1,368.15
2031,2,1.7,36,0.33,3,342.91
2066,5,3.3,11,0.41,5,405.65
1873,4,2.3,9,0.1,4,383.77
2906,4,2.2,50,0.37,4,437.82
1660,4,2.2,16,0.63,9,351.39
1655,3,2.3,0,0.1,7,333.34
3372,5,4.0,21,0.57,9,585.02
2686,3,2.1,14,2.21,7,464.27
668,3,2.0,15,2.75,10,199.42
1760,3,2.2,19,0.1,3,322.67
1012,2,1.1,54,0.1,10,209.67
1529,5,3.1,9,0.24,4,345.01
500,2,1.2,41,3.09,9,114.99
2017,2,1.4,25,0.95,1,311.79
1414,5,4.0,48,6.1,3,237.65
2135,2,1.3,53,3.27,4,280.75
1124,5,3.8,22,3.31,4,252.46
2149,4,2.3,16,0.21,7,413.44
1851,3,2.6,33,0.97,4,314.18
3001,2,1.1,40,7.57,10,374.64
2946,5,3.2,56,0.24,8,496.14
2571,1,1.0,21,1.28,1,323.28
1904,2,1.2,58,0.63,3,294.39
3291,2,1.0,3,0.74,10,496.22
1168,5,3.9,6,3.32,10,283.0
1257,1,1.0,4,1.33,6,250.22
2049,1,1.1,30,2.13,3,270.74
3452,4,2.7,18,1.68,8,525.61
1978,2,1.0,3,1.13,7,366.54
1990,3,1.9,49,2.35,5,300.8
1234,2,1.0,21,5.3,2,186.04
2667,3,2.3,2,5.11,5,386.47
2671,3,2.0,22,2.34,9,410.33
2573,5,4.0,3,1.0,5,479.56
1722,2,1.0,45,0.27,3,254.37
1675,5,4.0,23,0.1,7,387.58
1324,4,2.7,58,0.39,3,269.9
2150,3,3.1,13,0.62,8,420.1
1451,1,1.0,48,0.21,5,228.63
1393,3,2.8,40,0.38,5,299.35
1845,4,3.0,50,0.13,6,336.01
1806,3,2.2,2,1.11,10,370.84
1777,5,3.3,46,0.2,6,359.96
2379,2,1.5,20,2.04,3,384.73
2147,1,1.0,25,0.61,7,358.53
1927,5,3.8,0,1.67,9,419.67
2209,2,1.6,29,3.21,1,307.41
1505,1,1.0,50,0.13,4,257.02
2163,4,3.6,3,6.76,4,330.73
2190,3,2.5,13,1.55,1,328.29
1198,1,1.0,17,0.1,6,219.47
2697,4,3.3,11,0.57,2,454.89
1571,2,2.0,37,3.26,6,270.22
2154,1,1.0,41,1.36,1,304.91
2798,4,2.5,35,0.51,10,486.09
2655,2,1.3,15,4.23,5,380.86
2120,5,3.3,0,2.32,6,403.98
1882,3,2.6,2,2.0,10,402.69
2668,4,2.6,38,3.29,2,414.54
2504,5,3.3,34,2.2,1,410.74
1728,2,1.6,53,0.51,7,288.89
1623,1,1.0,58,1.32,1,223.11
856,3,2.8,14,2.77,7,215.49
2192,2,1.7,37,0.3,1,304.58
2050,4,4.0,15,0.27,9,448.84
2781,3,1.7,16,0.26,5,472.42
2315,5,3.0,33,0.32,6,438.14
2900,3,2.9,9,0.16,7,491.61
1681,5,4.0,10,2.73,1,331.22
2782,2,1.4,27,2.56,8,375.99
1782,1,1.0,26,0.25,6,278.55
2566,3,2.3,37,1.83,2,410.89
1224,1,1.0,17,1.48,1,203.38
2241,1,1.0,46,0.48,1,277.08
909,3,2.4,47,0.39,4,193.44
1939,3,2.3,29,0.43,3,308.49
2364,1,1.0,12,1.97,6,343.79
1787,4,2.7,15,0.58,10,380.09
1469,4,2.3,1,0.49,8,366.73
2607,3,2.4,19,0.1,1,432.3
2037,1,1.0,11,3.58,7,298.22
1806,1,1.0,28,2.1,8,280.41
2125,2,1.8,45,0.96,5,318.49
3682,1,1.3,7,4.3,8,519.05
2792,4,3.1,37,0.52,1,463.34
2797,2,1.8,45,1.68,2,367.42
2361,4,3.9,55,0.55,4,376.0
2199,5,4.0,46,0.57,1,385.61
662,3,2.4,19,2.79,5,171.82
1692,5,3.8,58,2.32,10,345.76
1811,3,1.8,34,0.52,3,286.81
975,4,2.7,38,0.13,2,221.35
1405,4,3.0,30,0.66,7,310.46
911,5,3.6,15,2.14,2,231.01
2077,3,3.2,22,0.16,9,414.6
2591,3,2.4,33,1.67,6,441.51
2764,2,1.6,31,3.31,8,395.12
2348,1,1.3,16,0.3,3,371.85
1521,2,1.6,42,2.97,5,229.0
940,4,2.9,23,0.1,3,233.34
1045,5,3.9,34,1.65,9,276.84
1338,3,2.5,53,2.35,1,226.58
1566,2,2.2,22,0.88,8,292.19
2004,5,3.1,7,0.34,6,410.11
1491,5,3.4,53,3.88,7,266.86
2303,1,1.0,22,0.1,2,352.12
1960,3,2.7,20,1.21,7,368.57
2106,5,4.0,18,0.7,1,421.79
2784,3,2.3,30,0.93,7,460.92
1391,2,2.0,49,1.15,8,260.17
2351,5,3.4,6,1.15,2,441.32
2091,5,4.0,47,0.34,10,420.46
1899,2,1.1,23,1.71,2,291.75
2631,3,1.4,45,0.1,3,416.51
2627,3,2.6,7,0.1,10,467.19
1532,5,3.0,12,0.98,4,363.06
1990,2,1.2,2,1.17,8,364.8
2268,4,2.9,33,0.48,3,424.38
1936,3,2.5,12,1.2,6,340.67
2451,4,3.5,56,1.09,10,413.62
2268,5,3.1,53,0.64,8,423.69
3199,4,2.4,57,1.58,10,505.21
1181,4,4.0,31,4.75,2,213.13
2026,3,2.1,34,1.01,4,320.8
1554,5,2.9,20,2.31,1,297.82
2462,4,2.5,0,0.43,8,468.63
1129,3,2.0,1,2.15,1,209.3
2307,4,3.0,56,1.57,9,392.14
1721,3,2.8,41,1.53,6,314.2
1659,5,4.0,42,3.35,3,317.12
1232,2,1.1,25,0.4,8,249.78
1820,3,2.0,2,0.69,2,321.63
2750,3,2.3,23,0.13,3,444.85
2084,4,2.6,25,1.94,7,374.77
2476,5,4.0,7,2.79,1,406.19
3098,1,2.0,46,0.78,9,448.93
2258,1,1.0,36,0.66,10,350.4
1764,2,1.7,7,1.61,9,329.16
2380,5,3.5,17,0.12,3,434.62
1773,3,2.4,17,0.52,4,323.72
1797,1,1.0,11,0.68,2,280.94
1188,2,1.0,35,1.1,10,250.98
2655,5,2.8,39,0.97,1,435.23
1868,2,1.9,1,0.35,8,398.17
2209,1,1.4,19,1.17,9,340.93
1478,4,3.5,55,3.9,9,290.25
2361,4,3.0,2,0.1,10,469.42
1642,5,3.6,39,1.71,5,310.5
2014,2,1.5,43,1.47,5,304.08
2626,3,1.7,33,3.87,5,356.61
2574,1,1.2,48,1.55,6,360.12
2086,4,3.5,45,1.47,4,357.19
1039,4,2.5,45,2.2,2,196.98
3895,2,1.0,5,0.47,2,541.97
3147,4,2.3,39,1.36,6,508.45
2533,2,1.4,56,1.1,5,362.65
1648,1,1.0,9,0.87,4,278.32
2031,2,1.5,23,0.12,6,351.58
1773,4,2.3,17,0.52,4,347.66
2858,2,1.1,32,0.49,10,447.59
2257,4,2.6,38,1.93,4,396.08
1629,5,4.0,6,3.8,6,373.67
1817,4,2.5,44,0.39,4,354.9
2772,4,3.0,47,0.12,9,479.05
3060,4,2.6,43,10.0,7,383.09
3016,5,3.7,28,1.76,6,526.88
2554,3,2.7,18,3.26,3,378.58
1948,4,2.4,37,0.23,4,381.07
500,3,1.0,38,2.42,2,127.43
2278,1,1.0,24,2.52,3,309.79
2098,2,1.7,16,0.25,1,342.34
2183,3,1.7,50,0.26,9,385.31
2132,1,1.0,36,0.53,10,339.36
1304,2,1.7,2,0.37,3,278.03
2434,4,3.4,23,5.56,8,410.13
2479,4,3.5,57,0.68,4,404.86
2509,4,3.3,53,2.15,8,408.81
2667,5,3.2,17,2.45,7,467.54
2462,5,4.0,48,0.73,4,415.96
1853,5,3.3,25,1.72,7,349.81
2057,5,3.4,20,0.17,8,421.35
2154,1,1.0,10,0.76,10,352.06
2164,1,1.0,56,5.13,3,269.94
2698,4,3.7,57,0.28,5,440.11
2486,2,1.2,40,0.73,3,371.41
3346,5,3.9,16,2.34,7,550.21
3423,2,1.2,50,1.64,6,499.89
2147,1,1.6,44,1.5,1,287.66
500,5,4.0,37,2.88,10,192.2
2842,1,1.4,20,0.1,5,437.91
1775,1,1.0,3,2.21,4,283.04
1619,3,2.0,31,3.21,2,273.99
1860,1,1.0,17,0.1,1,286.2
1832,4,3.7,43,1.23,7,354.32
2467,1,1.2,59,0.64,7,330.56
1164,5,4.0,27,0.1,6,324.45
1453,4,3.7,35,0.81,5,309.61
2305,1,1.1,36,1.55,9,348.45
2473,4,3.1,43,3.77,2,364.77
2484,1,1.0,49,1.45,3,327.32
1627,4,1.9,25,2.91,9,327.09
1513,2,1.6,48,0.19,2,232.95
1796,3,2.7,54,0.35,3,316.22
2243,4,1.6,54,5.27,6,294.7
2991,5,3.2,23,3.28,10,479.5
871,3,1.7,9,0.4,7,260.72
1967,3,2.2,37,1.46,2,300.7
1300,1,1.0,48,0.68,8,226.13
1108,4,3.5,7,0.95,9,302.04
2680,3,1.6,1,2.96,1,406.48
2426,5,3.9,43,2.0,6,427.63
2369,5,3.1,34,0.41,4,443.9
2652,5,4.0,55,0.57,10,461.04
1812,1,1.0,51,0.51,10,305.57
1840,2,1.0,20,2.28,5,291.77
3411,4,2.7,56,1.01,6,496.47
1952,3,1.7,26,4.52,6,293.31
2541,4,3.0,22,2.54,7,407.73
2103,3,2.6,31,0.36,9,364.29
991,1,1.3,25,2.31,4,162.63
873,4,2.7,59,1.06,9,244.68
1752,1,1.4,6,0.44,1,288.93
2733,1,1.0,32,0.68,9,433.8
2572,4,3.6,16,5.37,8,418.66
2648,4,2.9,7,0.99,2,472.55
1507,3,2.1,41,1.91,7,297.94
3069,5,4.0,16,0.97,7,529.62
1521,1,1.0,47,0.7,2,222.63
2227,2,1.2,41,2.39,8,327.04
2093,3,2.8,46,2.83,6,331.33
1995,3,1.8,47,0.11,6,368.41
2903,5,4.0,17,0.49,5,509.27
1676,5,4.0,35,1.06,8,347.68
1290,1,1.3,56,0.57,10,214.38
2111,3,2.8,38,2.3,9,357.56
1860,3,2.2,43,0.18,5,384.8
4126,2,1.5,22,2.4,1,570.89
2505,1,1.0,11,1.44,6,336.5
1854,1,1.6,57,0.51,1,256.24
1466,5,4.0,22,0.63,5,331.32
971,1,1.3,52,0.3,6,194.18
1484,2,1.4,32,0.44,3,238.66
2168,1,1.0,52,1.89,1,260.39
2956,4,2.5,55,0.71,2,438.71
2773,4,3.5,27,1.74,3,439.85
2237,2,1.1,43,1.08,3,336.88
1906,5,4.0,22,0.24,2,378.29
2261,3,2.0,6,1.04,6,414.16
1788,1,1.0,46,2.12,7,250.28
3131,5,3.9,1,0.53,5,570.55
1986,5,3.8,0,1.57,7,400.22
2048,1,1.0,3,0.33,3,338.61
770,3,2.4,7,0.22,5,220.74
1982,1,1.0,48,0.67,3,294.86
2601,3,2.1,28,0.74,4,380.34
1459,2,2.4,17,2.15,6,258.01
1649,3,1.4,54,0.92,4,290.18
2575,5,3.0,36,0.13,4,450.72
1214,2,1.9,30,1.51,7,212.07
2734,4,3.0,5,0.95,6,472.15
1780,2,1.1,43,0.6,1,273.79
1866,3,2.3,23,2.43,8,322.29
1425,2,2.0,59,0.25,1,243.28
2326,2,1.0,47,3.67,9,348.9
3575,4,3.4,40,0.61,4,563.81
2568,3,2.4,14,0.93,7,455.41
1581,5,3.6,39,3.97,5,289.17
2781,2,1.6,11,2.15,10,467.49
1909,1,1.0,45,0.12,3,297.94
2924,5,4.0,48,1.3,8,500.09
2584,2,1.0,13,0.56,10,408.6
500,5,4.0,26,1.07,2,165.91
1497,1,1.2,51,2.04,10,256.3
2666,5,4.0,36,1.03,3,434.69
2190,5,2.9,12,0.11,5,417.17
1485,1,1.3,56,1.13,5,230.06
1719,1,1.0,37,0.1,5,256.09
956,1,1.0,45,0.64,7,217.56
2046,4,2.0,37,0.98,8,377.9
3426,1,1.0,2,1.55,8,528.12
2582,5,4.0,15,1.06,3,480.89
3414,1,1.0,11,0.25,8,474.87
2629,2,1.0,13,4.04,10,407.85
2716,1,1.1,33,1.58,2,366.42
3284,1,1.0,49,0.57,4,442.13
2326,3,2.1,30,5.07,2,319.95
1987,5,3.2,38,3.21,5,367.38
2719,5,3.9,4,0.23,3,524.04
2972,2,2.0,11,1.6,10,460.82
1812,4,3.4,25,1.23,10,377.82
1667,3,1.8,16,0.32,3,332.42
2183,2,1.5,43,0.4,5,339.7
2598,2,1.0,52,1.24,4,368.38
2578,5,4.0,10,0.58,6,492.75
1245,3,2.3,32,2.7,5,266.17
3246,5,4.0,40,0.15,10,582.01
1715,4,3.1,39,3.68,5,327.53
1940,5,3.4,45,2.75,3,364.02
1558,1,1.0,3,2.01,4,252.05
3718,5,4.0,31,0.46,3,600.51
2245,1,1.6,30,1.88,3,349.62
1589,2,1.3,10,0.87,10,298.21
2618,4,3.6,16,1.51,9,485.74
2561,1,1.2,26,0.56,10,418.4
1987,4,2.8,7,2.71,6,364.21
2604,5,4.0,20,0.1,10,504.62
1604,5,4.0,32,1.76,2,317.16
1804,2,1.0,49,2.65,1,251.1
893,5,4.0,4,1.56,3,287.44
1305,1,1.4,31,0.32,3,233.12
3184,2,1.0,24,0.5,4,448.04
3084,4,2.3,57,1.09,4,487.15
2139,2,1.6,7,0.6,5,382.84
3097,4,3.8,26,0.1,4,514.05
2003,3,1.7,25,0.1,2,331.46
1953,1,1.0,39,2.19,1,243.37
2133,1,1.0,28,0.13,10,373.21
2025,4,2.7,8,3.95,7,333.05
1970,5,2.9,17,0.88,9,427.86
2786,5,3.5,6,2.13,9,502.2
2190,3,2.4,41,0.2,1,355.87
2527,4,3.9,20,3.92,9,382.99
2718,3,2.5,15,0.1,1,411.46
2332,4,3.4,2,0.1,1,415.96
1517,3,1.7,31,0.1,2,264.45
1288,4,3.0,9,0.16,10,346.81
2189,1,1.0,31,1.0,6,335.45
1997,3,2.4,7,2.33,9,399.14
2152,3,2.5,31,0.5,5,380.15
2090,4,3.5,49,2.05,9,367.24
3650,2,1.5,3,2.23,9,567.19
1301,2,1.2,28,3.58,8,215.88
906,1,1.4,11,0.24,7,203.2
2299,5,4.0,52,0.22,3,411.74
1874,5,4.0,36,0.2,10,433.04
2289,1,1.0,35,0.67,3,344.51
2450,5,4.0,50,1.01,4,442.24
2870,4,2.4,18,0.93,9,527.32
1195,2,1.9,36,0.45,3,238.27
1765,1,1.2,46,1.46,8,256.18
2357,4,2.5,30,0.62,8,434.51
2562,1,1.0,43,0.68,6,394.22
3416,2,1.0,25,0.17,2,465.15
2673,5,4.0,44,1.35,6,464.23
2065,4,1.7,5,1.6,4,355.72
1565,2,1.6,28,2.13,7,272.88
1761,1,1.0,16,3.52,1,253.42
1744,3,1.8,58,2.18,3,284.92
2493,4,2.1,19,0.4,8,447.37
2254,1,1.0,41,0.4,1,322.79
1305,1,1.5,45,3.7,10,183.75
1838,2,1.1,46,2.34,3,235.49
2626,1,1.0,9,2.29,3,387.34
2310,4,2.5,5,1.91,8,380.03
2441,4,3.5,47,0.47,1,389.44
2329,1,1.1,31,2.82,10,357.08
3075,2,1.4,1,0.23,5,487.84
2241,4,3.1,9,0.65,7,387.5
1868,3,2.4,36,0.64,4,334.63
1550,5,3.2,26,1.23,10,344.56
2249,2,1.1,40,0.93,3,334.58
635,2,2.0,18,0.92,10,191.42
1989,5,4.0,50,1.21,6,368.83
1976,5,3.8,40,0.81,5,356.52
1281,4,3.3,15,0.43,2,284.19
1543,1,1.4,50,1.64,6,253.07
2585,1,1.0,19,2.35,3,350.61
2238,3,2.2,59,0.98,9,366.02
2161,1,1.1,56,1.57,3,276.09
2283,3,3.3,35,1.15,9,385.97
2155,3,2.6,4,0.1,6,390.3
2845,2,1.7,17,0.83,8,458.31
2174,2,1.2,7,0.1,9,427.98
1225,4,3.0,12,1.63,8,312.52
3078,5,4.0,40,1.06,2,508.9
2322,5,4.0,9,0.2,3,478.9
1746,3,2.0,35,1.17,8,329.53
1347,5,4.0,18,3.43,5,312.31
2337,3,2.9,30,0.62,10,426.22
2029,5,3.7,35,6.06,4,331.66
3044,4,3.1,28,4.81,6,435.15
1892,2,1.2,44,2.31,6,281.55
1597,2,1.1,22,2.52,7,261.42
2637,3,2.4,31,0.79,5,416.96
2655,5,3.4,48,0.77,1,424.84
2201,1,1.1,58,4.63,8,299.63
2505,4,2.8,10,0.68,1,421.96
2077,5,4.0,1,0.15,4,429.49
2240,1,1.0,31,0.25,3,365.03
2798,4,2.0,57,1.86,3,424.6
2475,4,2.8,4,0.72,6,453.25
1998,2,1.6,56,0.33,8,342.89
2911,3,1.4,30,2.52,5,419.08
681,5,2.9,12,1.01,6,237.69
3331,4,2.9,21,1.26,6,531.43
1076,5,4.0,34,0.25,1,272.71
1723,4,3.3,18,0.32,7,373.6
2075,2,1.5,28,0.2,1,309.99
2012,3,1.8,22,1.08,7,364.95
2703,1,1.0,18,2.24,8,407.23
1465,1,1.1,15,1.98,4,229.1
2256,2,1.6,30,0.45,8,374.84
1753,4,3.4,15,2.86,6,320.98
2277,2,2.1,25,0.17,6,359.61
2061,3,2.0,2,0.18,9,386.35
2155,1,1.0,57,2.84,6,294.84
1770,5,4.0,59,0.42,5,358.01
1793,1,1.0,22,1.85,10,329.42
2272,3,1.9,56,0.1,10,391.26
2666,4,3.4,8,0.15,6,486.55
1741,2,1.5,50,1.41,8,292.06
1578,1,1.0,23,0.3,9,271.42
2468,1,1.0,32,0.1,10,407.92
2080,5,3.1,13,0.94,10,439.67
2598,2,1.3,27,0.6,8,401.76
1556,5,3.2,23,2.43,8,341.78
1032,5,3.8,42,2.56,7,268.91
1780,4,4.0,49,1.43,1,292.3
1640,1,1.0,51,0.52,4,260.64
2052,2,2.0,6,0.93,4,343.63
1717,4,3.2,37,1.82,3,265.68
2544,4,2.2,43,0.11,4,436.24
1927,4,3.1,24,0.61,2,375.92
2190,3,1.9,55,2.59,3,299.88
2194,3,1.8,1,0.78,3,356.11
2216,4,2.9,44,1.47,10,422.12
2085,3,2.6,51,0.15,1,324.38
2406,2,1.3,0,2.25,7,409.92
1622,1,1.2,22,0.16,4,245.33
2939,2,1.6,46,2.97,8,437.45
1958,1,1.0,51,0.17,9,328.24
1313,3,2.2,39,3.32,2,221.6
2212,2,2.1,17,0.68,2,324.74
1589,5,3.4,46,1.47,2,299.85
2499,4,2.7,7,2.81,8,452.68
3425,1,1.0,33,0.1,2,443.19
1628,1,1.0,42,0.46,6,253.37
2299,5,4.0,7,3.58,5,423.26
1046,5,3.5,28,0.74,10,286.98
2372,4,3.4,12,1.84,9,461.53
1568,3,1.8,0,0.23,2,325.05
1725,2,1.9,28,1.7,1,271.83
1439,2,1.7,49,0.11,2,245.65
2539,2,1.5,36,1.9,10,390.07
2704,3,2.5,0,0.59,5,471.33
2114,4,2.9,43,0.94,8,378.03
1581,2,1.6,4,0.27,8,316.34
3053,1,2.0,52,1.48,2,394.67
1649,1,1.2,47,0.62,5,276.49
802,1,1.0,54,0.73,2,147.54
2375,5,3.6,49,1.58,7,407.74
1437,5,4.0,1,0.3,10,403.17
2693,3,2.1,46,2.87,8,396.02
1871,2,2.4,59,2.02,5,309.95
2462,5,4.0,21,1.29,1,456.71
2940,1,1.0,29,0.21,7,470.13
1374,5,4.0,10,1.74,3,320.44
1760,1,1.0,28,0.1,2,268.45
2054,2,1.3,41,2.45,6,302.84
3022,3,2.7,2,0.54,2,492.21
1704,4,2.1,44,0.19,10,332.94
1743,4,4.0,12,0.27,8,350.22
2386,1,1.2,55,4.95,3,269.02
1753,5,3.3,2,2.23,2,350.7
2191,5,4.0,9,0.41,8,464.23
1169,1,1.0,3,4.96,6,189.28
3428,2,1.0,13,0.23,4,510.43
1291,1,1.0,22,1.98,5,231.1
1906,2,1.0,16,1.6,10,323.7
2080,3,2.1,0,2.58,7,359.57
3247,3,2.3,56,0.72,4,505.9
1305,1,1.0,14,0.77,7,198.4
3290,3,2.3,59,1.47,6,494.78
2554,5,3.8,53,0.76,5,451.43
2350,2,1.0,52,0.1,3,344.21
1509,4,2.7,1,1.96,1,312.2
2442,4,1.6,17,1.54,8,437.86
1665,3,2.8,38,0.83,7,295.7
2859,2,1.5,21,0.54,6,430.3
1517,5,3.8,27,0.58,4,329.31
2032,4,3.4,29,2.03,5,333.52
1766,5,4.0,12,1.96,5,368.78
1507,5,3.6,55,2.56,2,286.7
2544,4,2.9,2,2.15,6,464.41
2421,4,3.8,2,2.13,5,437.59
2825,3,2.0,44,0.44,1,407.38
1032,2,2.3,52,0.16,9,231.68
2738,1,1.0,25,2.15,7,391.62
3603,2,1.0,3,0.16,2,539.9
1829,1,1.0,15,6.04,6,239.38
3237,4,2.8,27,3.12,1,485.75
1942,5,3.1,7,1.14,2,375.81
1276,2,1.5,53,0.65,7,252.33
1916,5,3.5,39,1.12,3,362.99
2728,2,2.4,15,1.99,7,421.65
1597,2,2.0,30,2.12,6,267.24
1739,5,3.3,22,0.11,5,383.7
2456,3,1.9,1,2.45,10,409.46
2101,4,3.5,8,1.54,9,415.41
2450,3,2.9,26,0.1,10,462.13
2242,3,2.1,44,0.56,5,375.92
2387,2,1.3,53,1.07,5,332.01
1840,4,2.9,58,0.31,8,354.38
2239,2,1.6,58,0.25,7,330.12
1543,1,1.1,21,0.1,1,251.03
2873,2,1.9,43,3.64,10,436.41
1719,5,3.2,33,0.1,2,346.83
2777,2,1.3,8,0.68,4,414.7
1959,1,1.0,32,0.35,9,322.57
2221,2,1.5,37,2.03,7,345.54
1803,1,1.0,55,1.84,2,251.64
1490,4,2.6,33,2.46,8,315.16
1053,2,2.1,34,1.44,1,171.57
1466,1,1.0,57,1.34,8,224.43
1905,4,3.2,46,0.78,5,355.37
2227,5,3.8,25,1.52,1,387.98
2706,3,3.0,6,0.18,3,465.22
1832,1,1.0,44,1.73,7,253.72
1570,5,3.8,47,0.16,7,350.85
1234,4,3.1,44,2.97,8,273.72
2388,5,3.6,26,1.06,4,434.89
2929,2,2.6,11,1.13,6,467.82
2859,3,1.6,16,1.32,7,473.22
2525,1,1.0,20,2.24,8,368.52
2483,4,3.1,42,0.98,3,417.99
3118,3,1.9,21,0.84,5,485.93
2299,4,1.8,25,0.51,8,404.17
2487,5,3.9,38,0.21,6,473.19
1907,4,3.1,12,0.32,1,382.52
1282,4,3.6,41,0.1,2,293.31
1689,5,3.5,41,3.05,3,321.85
2094,5,2.8,44,2.17,7,385.74
2136,3,1.8,22,0.37,10,402.78
3255,1,1.0,50,0.1,3,438.09
2148,5,4.0,29,1.02,9,422.52
2807,3,2.8,54,0.8,9,421.11
1838,4,3.6,16,2.24,8,343.43
1912,4,3.3,26,0.77,9,387.7
1302,2,1.0,19,2.99,8,216.04
1654,5,3.5,6,0.15,9,403.15
2416,3,2.6,54,0.68,4,405.75
2104,3,1.4,3,4.08,4,281.86
2665,1,1.0,48,0.1,5,365.7
2208,3,2.6,30,0.74,7,420.92
1888,5,4.0,29,0.45,9,420.52
3388,3,2.7,30,1.14,4,509.34
2043,2,1.7,55,0.49,7,319.38
2797,4,3.0,3,3.06,6,475.41
1859,4,3.3,17,4.15,9,362.4
2525,3,2.6,19,2.84,9,400.81
2656,3,1.2,39,0.76,9,452.84
2225,3,2.4,39,6.9,5,303.01
687,3,1.0,52,1.99,3,151.04
2110,2,1.0,47,0.66,6,343.16
2838,5,3.8,46,0.15,2,479.71
2416,2,1.7,49,1.65,7,369.66
